Violation Code,Violation Precinct,Registration State,Vehicle Make,Violation Time,Violation County,Vehicle Color
20,104,NY,DODGE,0554P,Q,GR
40,104,NY,TOYOT,0542P,Q,BL
40,104,TX,CHEVR,0520P,Q,BLACK
40,104,NY,WORKH,0504P,Q,WH
77,104,NY,CHEVR,0502P,Q,WH
71,104,NY,BMW,0446P,Q,BK
71,104,NY,DODGE,0424P,Q,BK
14,104,NY,CHEVR,0344P,Q,WHITE
71,104,NY,FORD,0336P,Q,WH
40,104,NY,FORD,0329P,Q,WH
71,104,NY,FORD,0325P,Q,TN
71,104,NY,FORD,0318P,Q,WH
71,104,NY,JEEP,0309P,Q,BK
70,104,NY,DODGE,0301P,Q,WH
71,104,NY,DODGE,0259P,Q,WH
70,104,NY,FORD,0250P,Q,BK
20,104,NY,FORD,0241P,Q,BL
20,104,NY,HIN,0241P,Q,WH
20,104,NY,ME/BE,0235P,Q,GY
40,104,NY,HYUND,0223P,Q,BL
71,104,NY,CHEVR,0219P,Q,WH
40,104,DC,ACURA,0156P,Q,GREY
50,104,NY,HONDA,0134P,Q,BK
40,104,CT,HONDA,0129P,Q,GREY
19,104,NY,ME/BE,0110P,Q,GY
82,115,NY,FORD,0501P,Q,WH
20,115,NY,TOYOT,0457P,Q,GY
37,115,NY,KIA,0350P,Q,GY
71,115,NY,FORD,0348P,Q,WH
71,115,NY,ACURA,0339P,Q,WH
37,115,NY,FORD,0251P,Q,WH
70,115,NY,BMW,0133P,Q,BL
50,115,NY,FRUEH,0127P,Q,WH
38,115,NY,UTILI,0106P,Q,WHITE
37,115,NY,NISSA,1252P,Q,WHITE
14,115,CT,HONDA,1248P,Q,WHITE
14,115,NY,TOYOT,1246P,Q,GL
14,110,NY,VOLKS,1227P,Q,BLACK
38,110,NY,FORD,1221P,Q,WH
37,110,NY,CHEVR,1218P,Q,TN
40,24,NY,MINI,1238P,NY,GR
21,24,NY,HONDA,1143A,NY,WH
70,24,NY,TOYOT,1047A,NY,BL
69,24,NY,DODGE,1001A,NY,RD
71,115,NY,CHEVR,0455P,Q,BK
71,115,NY,ACURA,0405P,Q,GY
38,115,NY,FORD,0343P,Q,WH
46,20,NY,FRUEH,0234P,NY,BROWN
37,20,NY,FORD,0124P,NY,GY
71,20,NY,CHEVR,1242P,NY,GY
21,43,NY,NISSA,0839A,BX,YW
14,43,NY,TOYOT,0734A,BX,GY
46,32,NY,ISUZU,0105P,NY,WHITE
84,19,IL,FRUEH,0535P,NY,WHITE
46,19,NY,FRUEH,0405P,NY,BROWN
19,19,NY,NS/OT,0354P,NY,BROWN
46,19,NY,INTER,0349P,NY,BROWN
46,19,NY,INTER,0346P,NY,BROWN
14,19,NY,WORKH,0344P,NY,BROWN
14,19,NY,INTER,0342P,NY,BROWN
38,19,NY,WORKH,0320P,NY,BROWN
69,19,NY,FRUEH,0310P,NY,WH
46,19,NY,FRUEH,0306P,NY,BROWN
37,19,NY,DODGE,0257P,NY,WH
19,19,NY,FRUEH,0253P,NY,WHITE
46,19,NY,FRUEH,0246P,NY,WHITE
20,19,NY,CHEVR,0158P,NY,WH
14,19,NJ,HIN,0154P,NY,WHITE
17,19,NY,INTER,0148P,NY,BROWN
46,19,NY,CHEVR,0139P,NY,WH
69,19,NY,CHEVR,0138P,NY,WHITE
37,19,TX,TOYOT,0134P,NY,RED
37,19,NY,FRUEH,0131P,NY,RD
46,19,NY,FRUEH,0124P,NY,WHITE
20,19,NY,INTER,0119P,NY,BROWN
21,108,NC,KIA,1108A,Q,BLACK
21,114,NY,HONDA,0943A,Q,GY
46,1,NJ,NS/OT,0611P,NY,YELLO
17,1,NJ,FORD,0558P,NY,BLACK
9,1,FL,LEXUS,0457P,NY,SILVE
9,1,NJ,INFIN,0432P,NY,BLACK
9,1,QB,JEEP,0423P,NY,WHITE
9,1,NJ,ACURA,0406P,NY,BLACK
20,1,NY,GMC,0300P,NY,BL
37,1,FL,NS/OT,0234P,NY,BLACK
20,1,NY,HONDA,0150P,NY,BK
17,1,NY,FORD,0143P,NY,BROWN
20,1,NY,MITSU,0140P,NY,GY
37,1,NY,VOLKS,0130P,NY,WH
20,1,NJ,NS/OT,0118P,NY,BLACK
14,1,NY,FRUEH,0103P,NY,BROWN
20,28,NY,MITSU,1008P,NY,BL
38,19,CT,FORD,0924P,NY,BLACK
38,19,NY,FORD,0921P,NY,YW
78,19,NY,SMART,0915P,NY,OR
78,19,NY,CHEVR,0911P,NY,WH
14,19,NY,NISSA,0845P,NY,BK
73,19,NY,JEEP,0829P,NY,GY
38,19,NY,JEEP,0828P,NY,GY
20,19,ME,CHRYS,0818P,NY,BLACK
14,19,NJ,HYUND,0815P,NY,BLACK
38,19,NJ,AUDI,0807P,NY,SILVE
7,0,PA,MITSU,0827A,BK,
20,28,NJ,LEXUS,0502P,NY,OTHER
71,25,NY,TOYOT,0441P,NY,GY
20,32,NJ,MAZDA,0415P,NY,BLACK
71,32,NY,TOYOT,0328P,NY,GY
71,30,NY,TOYOT,0301P,NY,BK
70,30,NY,TOYOT,0235P,NY,GR
71,30,NY,TOYOT,0234P,NY,GR
40,28,IN,NISSA,0153P,NY,OTHER
71,28,NY,TOYOT,0150P,NY,BL
21,115,NY,HONDA,1145A,Q,RD
21,115,NY,LINCO,1144A,Q,BK
51,115,NY,TOYOT,1138A,Q,GY
21,110,MD,LINCO,1004A,Q,GREY
21,110,CT,HONDA,0956A,Q,RED
21,110,NY,TOYOT,0956A,Q,BK
21,110,NY,TOYOT,0954A,Q,BK
21,110,NY,HONDA,0950A,Q,GREY
21,110,VA,CHEVR,0921A,Q,GOLD
21,110,NY,MITSU,0913A,Q,RD
21,110,FL,JEEP,0909A,Q,GREY
70,110,NY,HONDA,0901A,Q,WH
21,110,NY,HONDA,0901A,Q,WH
16,1,NY,LINCO,0950A,NY,BK
20,1,NJ,TOYOT,0859A,NY,WHITE
40,1,NY,FORD,0857A,NY,WH
21,1,NJ,FORD,0854A,NY,RED
71,1,NY,FORD,0852A,NY,WH
16,1,NY,ACURA,0838A,NY,BK
19,1,NY,CHEVR,0833A,NY,BL
71,1,NY,FORD,0826A,NY,RD
16,1,NY,BMW,0824A,NY,BK
14,1,NY,FORD,0756A,NY,WH
38,19,NY,JEEP,0435P,NY,BK
37,19,NJ,CADIL,0334P,NY,WHITE
46,19,NY,FRUEH,0232P,NY,BROWN
46,19,NY,CHEVR,0143P,NY,WHITE
46,19,NY,FORD,1241P,NY,WHITE
37,19,NY,FORD,1226P,NY,WH
38,19,NY,CHEVR,1224P,NY,WHITE
11,19,NJ,INTER,1220P,NY,GREEN
20,19,NY,MITSU,1215P,NY,GY
14,19,NY,SPRI,1211P,NY,WH
14,19,NY,CHEVR,1210P,NY,WHITE
20,19,NJ,FORD,1207P,NY,WHITE
20,19,NY,CHEVR,1206P,NY,GY
20,19,NY,FORD,1205P,NY,WH
21,19,NY,CHEVR,0953A,NY,WH
21,19,NJ,VOLKS,0951A,NY,WHITE
7,0,DE,HYUND,0827P,BK,
46,19,IN,FRUEH,0947A,NY,WHITE
20,19,NY,HONDA,0940A,NY,GY
20,19,NY,FORD,0938A,NY,GY
46,19,NY,ISUZU,0935A,NY,WH
20,19,NY,CHEVR,0934A,NY,BL
38,19,CA,HYUND,0931A,NY,RED
70,19,NY,NISSA,0927A,NY,BK
40,19,NJ,MITSU,0923A,NY,WHITE
84,19,OK,FRUEH,0907A,NY,WHITE
46,19,OK,FRUEH,0906A,NY,WHITE
46,19,NY,INTER,0904A,NY,WH
14,19,NY,FRUEH,0902A,NY,WH
46,19,NY,FORD,0859A,NY,WHITE
21,23,NJ,FRUEH,0852A,NY,WHITE
46,19,NY,KIA,0238P,NY,BK
53,19,NY,CHEVR,0129P,NY,GY
46,19,NY,INTER,1237P,NY,BROWN
14,19,NY,FORD,1139A,NY,WH
46,19,NY,INTER,1136A,NY,BROWN
46,19,NY,FRUEH,1131A,NY,MR
21,19,IN,DODGE,1126A,NY,BLACK
40,19,NJ,FORD,1120A,NY,GREY
46,24,NY,FRUEH,0828A,NY,WH
71,24,NY,JEEP,0822A,NY,GY
7,0,NY,TOYOT,0826P,BK,GR
38,24,NJ,UD,0816A,NY,SILVE
14,24,NY,HIN,0810A,NY,WH
31,20,CT,JEEP,0805A,NY,GREY
14,20,NY,DODGE,0801A,NY,WH
38,24,NY,ACURA,0929P,NY,BK
38,26,NY,HONDA,0901P,NY,WHITE
37,24,NY,FORD,0851P,NY,GY
19,24,NJ,INTER,0827P,NY,WHITE
84,24,NJ,INTER,0826P,NY,WHITE
38,24,NY,VOLKS,0823P,NY,WH
38,24,NY,SUBAR,0822P,NY,BL
37,24,NY,NISSA,0820P,NY,BR
38,24,NY,NISSA,0817P,NY,WH
37,19,NY,LINCO,0554P,NY,BK
46,19,NY,FORD,0417P,NY,WHITE
14,19,NY,CHEVR,0326P,NY,WHITE
10,19,NY,INTER,0317P,NY,BROWN
21,19,ME,VOLVO,1118A,NY,OTHER
21,19,MD,BMW,1116A,NY,OTHER
21,19,NY,FORD,1113A,NY,WH
21,19,NY,FORD,1111A,NY,WH
21,19,NY,FORD,1109A,NY,WH
21,19,NY,NISSA,1106A,NY,WH
37,19,NY,ISUZU,1042A,NY,WH
46,19,NY,FORD,1032A,NY,WHITE
38,19,NY,CHEVR,1019A,NY,WH
37,19,NY,FORD,1011A,NY,DK/
37,19,NJ,NISSA,1007A,NY,SILVE
38,19,NY,NISSA,1005A,NY,WH
21,19,VA,AUDI,0942A,NY,BLUE
46,34,NY,WORKH,0540P,NY,BROWN
46,34,NY,CHEVR,0315P,NY,WHITE
38,34,MA,BMW,0250P,NY,OTHER
20,34,NY,WORKH,0242P,NY,BROWN
48,34,NY,WORKH,0239P,NY,BROWN
38,34,MA,ME/BE,0233P,NY,BLACK
38,34,NY,FRUEH,0219P,NY,BROWN
38,34,NY,HONDA,0209P,NY,WH
38,34,NY,FORD,0158P,NY,WH
46,34,NY,CHEVR,0155P,NY,WH
19,34,NJ,FRUEH,0145P,NY,WHITE
37,34,NY,FORD,0136P,NY,WH
84,34,IN,MACK,0133P,NY,WHITE
46,34,IN,MACK,0132P,NY,WHITE
46,34,NY,FRUEH,0129P,NY,BROWN
46,34,NY,WORKH,0111P,NY,BROWN
24,109,VA,ACURA,0354P,Q,WHITE
38,109,ME,CHEVR,0119P,Q,WHITE
14,109,NY,FRUEH,1229P,Q,BROWN
14,109,NY,FORD,1226P,Q,WHITE
21,109,NY,ME/BE,1212P,Q,GY
70,109,NY,TOYOT,1153A,Q,GL
71,109,NY,FORD,1140A,Q,BK
71,109,NY,ME/BE,1138A,Q,RD
21,109,NJ,HONDA,1116A,Q,BROWN
21,109,NY,HYUND,1106A,Q,GY
71,109,NY,LEXUS,1103A,Q,TN
38,25,AZ,GMC,0619P,NY,WHITE
37,25,NY,FORD,0440P,NY,WH
38,25,NY,CHEVR,1256P,NY,WHITE
21,25,NY,MITSU,1251P,NY,BK
38,25,NY,TOYOT,1239P,NY,BK
38,25,CT,HONDA,1236P,NY,OTHER
14,25,NJ,ISUZU,1229P,NY,WHITE
38,25,NY,FORD,1217P,NY,WH
38,25,NY,FORD,1215P,NY,WH
38,25,NY,FORD,1214P,NY,WH
38,25,NJ,LEXUS,1212P,NY,OTHER
20,23,NY,CHEVR,0954A,NY,WH
38,19,NY,FORD,0949A,NY,WHITE
38,19,NY,FORD,0946A,NY,WH
21,19,NJ,HONDA,0940A,NY,GREY
38,19,NJ,CHEVR,0930A,NY,WHITE
37,19,NY,FORD,0926A,NY,WH
71,19,NY,CHEVR,0917A,NY,WH
21,19,NY,CHEVR,0917A,NY,WH
21,19,NJ,NISSA,0915A,NY,WHITE
21,19,NJ,FORD,0913A,NY,WHITE
71,23,NY,DODGE,0856A,NY,BK
14,23,NY,TOYOT,0851A,NY,BK
21,23,NY,CHEVR,0847A,NY,WH
48,23,NY,INTER,0845A,NY,WH
24,23,NY,FORD,0843A,NY,WH
40,23,NY,TOYOT,0841A,NY,BK
20,114,MD,HONDA,1023A,Q,WHITE
40,114,MD,SATUR,1011A,Q,GREY
21,114,NJ,NISSA,1004A,Q,BLACK
21,114,WA,SUBAR,0906A,Q,BLACK
21,114,NJ,TOYOT,0842A,Q,GREY
20,114,NY,VOLKS,0610A,Q,GY
48,23,NY,FORD,0654P,NY,WH
10,23,IL,FRUEH,0613P,NY,WHITE
46,23,NY,FRUEH,0608P,NY,BROWN
10,23,NY,FRUEH,0514P,NY,BROWN
48,23,NJ,ISUZU,0504P,NY,GREEN
16,23,NJ,JEEP,0455P,NY,BLACK
10,23,NJ,FRUEH,0447P,NY,WHITE
17,23,NY,HONDA,0424P,NY,GY
53,23,NY,FRUEH,0410P,NY,BROWN
46,23,NY,INTER,0405P,NY,WH
16,23,NY,FORD,0359P,NY,GY
16,23,NY,FORD,0356P,NY,WH
14,23,NJ,TOYOT,0346P,NY,OTHER
14,23,NY,FORD,0330P,NY,WHITE
14,23,OK,FORD,0324P,NY,OTHER
46,23,NJ,TOYOT,0307P,NY,WHITE
10,23,NY,LEXUS,0252P,NY,OTHER
14,23,CT,TOYOT,0225P,NY,SILVE
14,23,NJ,CADIL,0223P,NY,BLACK
14,23,NC,ME/BE,0218P,NY,BLUE
14,23,NY,NS/OT,0155P,NY,GREEN
14,23,NY,INTER,0140P,NY,BROWN
17,23,NJ,ISUZU,0134P,NY,WHITE
20,23,NJ,CADIL,0126P,NY,OTHER
48,23,IN,FRUEH,0108P,NY,WHITE
48,23,NY,CHEVR,0106P,NY,WH
40,28,MN,NISSA,1129P,NY,GREY
71,28,NY,HYUND,1106P,NY,RD
48,28,NY,HYUND,1105P,NY,RD
40,28,CT,NISSA,1046P,NY,GREY
20,28,NJ,CHEVR,1029P,NY,BLACK
20,28,VA,HONDA,1011P,NY,GREY
40,28,NY,TOYOT,0958P,NY,GY
40,28,NJ,HONDA,0909P,NY,OTHER
50,28,NY,HYUND,0903P,NY,GY
50,28,NY,TOYOT,0854P,NY,BK
20,28,NY,VOLKS,0850P,NY,GY
20,28,CT,TOYOT,0844P,NY,BLACK
14,28,NY,TOYOT,0837P,NY,GR
19,28,NJ,TOYOT,0833P,NY,WHITE
50,28,CT,FORD,0827P,NY,GREY
40,28,NY,FORD,0814P,NY,YW
46,28,VA,HYUND,0806P,NY,BLACK
20,28,NY,TOYOT,0746P,NY,SILVE
20,109,NJ,NISSA,0420P,Q,BLACK
38,109,CT,BMW,0410P,Q,GREY
71,109,NY,GMC,0347P,Q,WH
21,110,NJ,KIA,0857A,Q,GREY
21,110,NY,LINCO,0851A,Q,BK
21,110,VA,MITSU,0847A,Q,GREY
21,110,NY,ISUZU,0842A,Q,GY
21,110,NY,NISSA,0841A,Q,GR
21,110,NJ,TOYOT,0837A,Q,WHITE
21,110,NY,LINCO,0836A,Q,BK
40,110,NY,FORD,0832A,Q,GY
21,110,NY,AUDI,0807A,Q,GREY
21,110,NY,ACURA,0806A,Q,BK
71,110,NY,CADIL,0755A,Q,BK
71,110,NY,HYUND,0749A,Q,BL
14,110,NY,CHEVR,0737A,Q,BL
14,110,NY,NISSA,0717A,Q,GY
14,1,NJ,VOLVO,0104P,NY,BLUE
46,1,NY,ME/BE,1223P,NY,WHITE
14,1,NJ,FORD,1219P,NY,WHITE
16,1,NY,FORD,1155A,NY,GREY
16,1,NY,FORD,1154A,NY,WH
16,1,NJ,FORD,1152A,NY,WHITE
16,1,NY,FORD,1144A,NY,WH
16,1,NY,CHEVR,1143A,NY,WH
16,1,NY,JEEP,1142A,NY,WH
16,1,NY,FORD,1141A,NY,WH
16,1,NY,FORD,1136A,NY,WH
16,1,NY,FORD,1132A,NY,WHITE
16,1,NY,FORD,1131A,NY,BL
16,1,NY,FORD,1130A,NY,WH
16,1,NY,DODGE,1128A,NY,WH
82,1,NY,DODGE,1128A,NY,WH
16,1,NY,NISSA,1124A,NY,WH
16,1,NY,FORD,1121A,NY,WH
20,1,NY,CHEVR,1051A,NY,BK
84,1,NY,HIN,1037A,NY,WH
14,1,NY,HIN,1036A,NY,WH
16,1,NY,JEEP,1034A,NY,BR
14,1,NY,FRUEH,1025A,NY,WHITE
19,1,NJ,FORD,1020A,NY,WHITE
20,28,CT,NISSA,0546P,NY,WHITE
46,28,NJ,NISSA,0521P,NY,WHITE
46,28,NY,FORD,0505P,NY,WHITE
69,28,NY,FORD,0242P,NY,WHITE
38,28,NY,HONDA,0209P,NY,BK
69,28,NY,CHEVR,0207P,NY,WH
37,28,NY,HYUND,0205P,NY,RD
46,28,NY,INTER,0157P,NY,WH
19,28,NY,FRUEH,0154P,NY,BROWN
20,28,ME,FORD,0136P,NY,SILVE
20,28,NC,HYUND,0125P,NY,SILVE
20,28,NY,ME/BE,0117P,NY,WH
14,28,NY,CHEVR,0107P,NY,WH
20,28,NY,CHRYS,0447P,NY,BK
40,28,NY,NISSA,0445P,NY,BK
20,28,NY,DODGE,0437P,NY,WH
71,28,NY,DODGE,0434P,NY,BL
40,28,NY,TOYOT,0432P,NY,TN
40,28,NY,NISSA,0429P,NY,BLUE
40,28,NY,FRUEH,0423P,NY,BROWN
38,28,NY,FRUEH,0309P,NY,WHITE
19,30,NY,WORKH,0259P,NY,BROWN
14,30,IA,SUBAR,0246P,NY,SILVE
40,30,NY,LEXUS,0233P,NY,GL
74,33,NY,AUDI,0147P,NY,BL
46,33,NY,AUDI,0147P,NY,BL
71,33,NY,AUDI,0146P,NY,BL
40,33,NJ,HYUND,0143P,NY,BLACK
24,34,NY,TOYOT,0126P,NY,GY
24,34,NJ,ROVER,0125P,NY,WHITE
20,34,MA,HONDA,0119P,NY,WHITE
24,34,NJ,AUDI,0113P,NY,BLACK
24,34,NY,GMC,0108P,NY,GY
16,28,NY,TOYOT,0538P,NY,WH
71,28,NY,INFIN,0435P,NY,WH
38,28,NY,CHEVR,0314P,NY,BK
18,28,NY,WORKH,0300P,NY,BROWN
71,28,NY,DODGE,0247P,NY,WH
37,28,NY,NISSA,0227P,NY,WH
38,28,NY,HYUND,0155P,NY,GY
38,28,NY,CHEVR,0132P,NY,WH
18,28,NY,NS/OT,0128P,NY,WHITE
37,28,CT,FORD,0113P,NY,WHITE
18,28,NY,FRUEH,0109P,NY,BROWN
18,28,NJ,FRUEH,0106P,NY,WHITE
37,28,NY,NISSA,0102P,NY,BK
14,33,NY,FRUEH,0414P,NY,BROWN
46,33,NJ,FORD,0314P,NY,WHITE
71,33,NY,JEEP,0258P,NY,BK
40,33,NY,CHRYS,0234P,NY,BR
50,33,NY,TOYOT,0233P,NY,BK
70,33,NY,FORD,0213P,NY,BK
71,33,NY,FORD,0150P,NY,BL
71,33,NY,TOYOT,0143P,NY,GL
84,33,OK,INTER,0136P,NY,WHITE
19,33,OK,INTER,0135P,NY,WHITE
48,33,NY,MITSU,0123P,NY,WH
40,33,MD,CHRYS,0121P,NY,WHITE
50,33,NY,CHEVR,0110P,NY,GY
84,33,OK,INTER,0108P,NY,WHITE
48,33,OK,INTER,0107P,NY,WHITE
20,1,NY,HIN,0226P,NY,WH
20,1,NY,FRUEH,0218P,NY,WHITE
84,1,IN,HIN,0204P,NY,WHITE
14,1,IN,HIN,0203P,NY,WHITE
4,1,NJ,FORD,0156P,NY,WHITE
46,1,NJ,HIN,0151P,NY,GREEN
38,1,RI,NISSA,0144P,NY,RED
14,1,NY,FRUEH,0140P,NY,BROWN
71,1,NY,LEXUS,0138P,NY,BK
38,1,NY,FORD,0137P,NY,RD
38,1,NY,FORD,0134P,NY,WH
40,28,NH,NISSA,0100P,NY,BLACK
40,28,NY,CHRYS,1253P,NY,BK
71,28,NY,NISSA,1117A,NY,GY
71,28,NY,HONDA,1112A,NY,GY
20,28,NY,FRUEH,1103A,NY,WH
38,28,MA,FORD,1035A,NY,SILVE
38,28,NY,TOYOT,1028A,NY,GL
70,28,NY,TOYOT,1027A,NY,GL
21,28,NY,FORD,1015A,NY,WH
21,28,NY,FORD,1010A,NY,WH
21,28,NY,ACURA,1005A,NY,TN
18,19,NJ,CHEVR,0239P,NY,WHITE
46,19,NY,FRUEH,0110P,NY,BROWN
71,19,NY,CHEVR,0102P,NY,BK
37,19,NY,ME/BE,1249P,NY,GY
20,19,NJ,FORD,1128A,NY,YELLO
21,19,NJ,TOYOT,1125A,NY,GREY
20,19,NY,FRUEH,1118A,NY,BROWN
71,19,NY,FORD,1117A,NY,WH
21,19,NJ,ROVER,1110A,NY,WHITE
19,19,NY,FRUEH,1058A,NY,WHITE
71,19,NY,DODGE,1057A,NY,WH
19,19,NY,DODGE,1056A,NY,WH
37,19,NJ,FORD,1053A,NY,WHITE
70,19,NY,MITSU,1050A,NY,BK
38,19,NY,FORD,1026A,NY,BL
71,19,NY,ME/BE,1021A,NY,WH
38,19,NY,FORD,1016A,NY,WH
38,19,NY,FORD,1013A,NY,WH
38,19,NY,GMC,1008A,NY,WHITE
38,19,NY,GMC,1006A,NY,BL
46,19,NY,FORD,0957A,NY,BL
70,19,NY,KENWO,0956A,NY,WH
21,115,NY,TOYOT,1139A,Q,BK
21,115,NY,SUZUK,1137A,Q,RD
71,115,NY,LINCO,1037A,Q,BK
21,115,NY,KIA,0943A,Q,TN
21,115,NJ,FORD,0841A,Q,BLACK
21,115,NY,CHEVR,0837A,Q,BK
70,115,NY,CHEVR,0836A,Q,BK
21,115,NY,LINCO,0751A,Q,BK
20,115,NY,TOYOT,0714A,Q,BK
71,115,NY,FORD,0647A,Q,BK
20,115,MI,HONDA,0626A,Q,BLACK
20,115,NJ,KIA,0624A,Q,WHITE
40,115,NY,HYUND,0617A,Q,GY
40,115,NY,CHEVR,0614A,Q,BK
40,115,NY,TOYOT,0607A,Q,BK
40,115,NY,NISSA,0551A,Q,BK
20,115,CT,NISSA,0548A,Q,SILVE
71,115,NY,NISSA,0543A,Q,GY
17,1,NY,FORD,1243P,NY,BROWN
10,1,IN,ISUZU,1059A,NY,WHITE
16,1,NY,FORD,1054A,NY,WH
16,1,NY,FORD,1053A,NY,GY
16,1,NY,FORD,1052A,NY,GY
16,1,NY,FORD,1047A,NY,WH
16,1,NY,DODGE,1046A,NY,GY
16,1,NY,FORD,1043A,NY,GY
16,1,NY,DODGE,1041A,NY,BK
16,1,NY,FORD,1039A,NY,BL
16,1,NY,CHEVR,1037A,NY,BL
16,1,NJ,FORD,1034A,NY,WHITE
10,1,NY,INTER,0959A,NY,RD
40,1,NY,FRUEH,0956A,NY,WH
19,1,NY,MITSU,0954A,NY,WH
19,1,NY,FRUEH,0951A,NY,WHITE
19,1,NJ,FRUEH,0948A,NY,RED
10,1,NY,FORD,0937A,NY,GY
71,1,NY,MITSU,0913A,NY,WH
10,1,NY,MITSU,0912A,NY,WH
10,1,NY,FRUEH,0859A,NY,WHITE
10,1,NY,FORD,0809A,NY,BROWN
40,1,MN,FRUEH,0749A,NY,WHITE
38,115,NY,TOYOT,1206P,Q,YW
23,115,NY,SUBAR,1134A,Q,GY
14,115,NY,ME/BE,1028A,Q,WHITE
21,115,NY,NISSA,0941A,Q,BL
84,115,OK,INTER,0925A,Q,WHITE
14,115,OK,INTER,0923A,Q,WHITE
38,115,NY,FORD,0914A,Q,GY
21,115,NY,JEEP,0909A,Q,WH
21,115,NY,HYUND,0901A,Q,BK
21,115,NY,HONDA,0842A,Q,GY
21,115,IN,FRUEH,0820A,Q,WHITE
50,1,NJ,DODGE,1201P,NY,WHITE
19,1,NY,CHEVR,1128A,NY,WH
19,1,NY,CADIL,1127A,NY,BK
14,1,NY,FORD,1123A,NY,WH
14,1,NY,CHEVR,1113A,NY,WH
14,1,NY,ISUZU,1108A,NY,WH
14,1,NY,TOYOT,1106A,NY,RD
16,1,NY,CHEVR,1046A,NY,BK
17,1,NY,PETER,0954A,NY,WH
20,109,OH,AUDI,0342P,Q,BLACK
38,109,NY,FORD,0337P,Q,WH
71,109,NY,FORD,0323P,Q,WH
17,109,NY,HONDA,0316P,Q,WH
17,109,NY,TOYOT,0313P,Q,WH
19,114,IN,FRUEH,0108P,Q,WHITE
70,114,NY,BMW,0106P,Q,BL
38,114,RI,CHEVR,1143A,Q,BLACK
71,114,NY,ME/BE,1022A,Q,WH
46,114,NY,INTER,1019A,Q,RD
38,114,NY,ME/BE,1011A,Q,WH
38,114,NY,VOLKS,1003A,Q,WH
74,114,NJ,HONDA,0909A,Q,BLACK
21,114,NY,TOYOT,0905A,Q,GR
70,114,NY,TOYOT,0905A,Q,GR
70,114,NY,TOYOT,0900A,Q,BK
40,114,FL,HONDA,0856A,Q,BLACK
71,114,NY,TOYOT,0850A,Q,BK
21,114,RI,CHRYS,0846A,Q,GREEN
21,114,NY,HYUND,0838A,Q,BK
21,114,FL,DODGE,0836A,Q,BLACK
38,114,NY,CADIL,0824A,Q,BK
38,114,NY,HONDA,0821A,Q,GY
38,20,NY,CHEVR,0521P,NY,WHITE
37,20,CT,DODGE,0439P,NY,BLACK
21,114,NY,HONDA,0939A,Q,GY
37,20,NY,FORD,0435P,NY,BLW
37,20,NY,FORD,0422P,NY,BL
37,20,NY,CHEVR,0417P,NY,WH
38,20,NY,LEXUS,0411P,NY,GY
37,20,NY,FORD,0404P,NY,GY
71,20,NY,AUDI,0400P,NY,BL
38,20,NY,CHEVR,0357P,NY,WHITE
38,20,NY,CHEVR,0354P,NY,WHITE
37,20,NY,TOYOT,0347P,NY,GY
71,20,NY,HYUND,0329P,NY,RD
37,20,NY,FORD,0252P,NY,WH
14,20,NY,ISUZU,0243P,NY,WH
38,20,NY,FORD,0240P,NY,WH
31,20,NY,ROVER,0236P,NY,BK
71,20,NY,FORD,0225P,NY,WH
38,20,MD,TOYOT,0221P,NY,BLACK
46,20,NY,WORKH,0209P,NY,BROWN
20,20,NY,FORD,0130P,NY,WH
40,20,NY,CHEVR,0114P,NY,WH
37,20,NY,FORD,0111P,NY,WH
37,20,NJ,FORD,0107P,NY,WHITE
21,114,TX,VOLVO,0955A,Q,GREY
21,114,GA,HYUND,0950A,Q,BLUE
21,114,NY,TOYOT,0943A,Q,BK
21,114,NJ,HONDA,0911A,Q,GREY
21,114,NY,MERCU,0856A,Q,GY
21,114,NY,NISSA,0840A,Q,GY
20,108,NY,HONDA,0812A,Q,GY
70,114,NY,NISSA,0751A,Q,GY
21,114,IL,CHEVR,0750A,Q,RED
21,114,NY,NISSA,0748A,Q,GY
21,114,NY,FORD,0747A,Q,BL
42,1,NY,HONDA,0611P,NY,GY
71,1,NY,FORD,0529P,NY,GREY
17,1,TX,JEEP,0402P,NY,RED
13,1,NY,HIN,0315P,NY,WH
46,1,NY,CHEVR,0208P,NY,WH
16,1,NY,CHEVR,0206P,NY,WH
14,1,NY,FORD,0155P,NY,RD
31,1,MD,ACURA,0149P,NY,BLACK
46,1,NY,MITSU,0147P,NY,WH
16,1,NY,FORD,0130P,NY,WH
16,1,NY,DODGE,0125P,NY,RD
16,1,NY,GMC,0124P,NY,GR
16,1,NY,ME/BE,0122P,NY,BL
51,1,NY,FRUEH,0120P,NY,WHITE
71,19,NY,CADIL,0533P,NY,BK
70,19,NY,CADIL,0531P,NY,BK
38,19,NY,FORD,0453P,NY,WH
37,19,NY,NISSA,0427P,NY,WH
46,19,NJ,FORD,0423P,NY,YELLO
46,19,NY,FORD,0202P,NY,WH
38,19,NY,MITSU,0155P,NY,WH
46,19,NY,FORD,0153P,NY,WHITE
37,19,NY,CHEVR,0141P,NY,BL
38,19,NY,ME/BE,0137P,NY,WH
46,19,NY,FRUEH,0127P,NY,WHITE
46,19,NY,FRUEH,0124P,NY,BROWN
37,19,NY,HYUND,0115P,NY,GY
38,114,NY,HYUND,0103P,Q,WH
21,114,MD,FIAT,1216P,Q,GREY
71,114,NY,NISSA,1215P,Q,BK
21,114,CT,HONDA,1213P,Q,BLUE
