Summons Number,Plate ID,Registration State,Plate Type,Issue Date,Violation Code,Vehicle Body Type,Vehicle Make,Vehicle Expiration Date,Violation Location,Violation Precinct,Issuer Precinct,Issuer Code,Issuer Command,Violation Time,Violation County,Violation In Front Of Or Opposite,House Number,Street Name,Law Section,Sub Division,Vehicle Color,Vehicle Year
8628560610,AE23429,AZ,PAS,01/02/2018,48,VAN,GMC,20180088,6,6,6,363555,T105,0245P,NY,F,77,Christopher St,408,e9,WHITE,0
8628560609,N97FCZ,NJ,PAS,01/02/2018,37,SUBN,JEEP,88880088,6,6,6,363555,T105,0240P,NY,O,343,Bleecker St,408,h1,BLACK,0
8628560592,FRR4902,NY,PAS,01/02/2018,38,4DSD,BMW,20191005,6,6,6,363555,T105,0238P,NY,F,330,Bleecker St,408,h1,BK,2015
8628560579,70728MD,NY,COM,01/02/2018,20,VAN,FORD,20190831,6,6,6,363555,T105,0231P,NY,I,S,Christopher St,408,d,WH,2012
8628560520,FCA6388,NY,PAS,01/02/2018,71,SUBN,CHRYS,20181014,1,1,1,363555,T105,0157P,NY,O,77,Sullivan St,408,j6,GY,2005
8628560518,7DD7764,MD,PAS,01/02/2018,20,SUBN,AUDI,20180088,1,1,1,363555,T105,0154P,NY,F,65,Sullivan St,408,d,GREY,0
8628560506,813WDJ,MN,PAS,01/02/2018,31,SUBN,DODGE,20180288,1,1,1,363555,T105,0142P,NY,O,345,Canal St,408,l3,SILVE,0
8628560490,44938MK,NY,COM,01/02/2018,37,VAN,FORD,20190630,1,1,1,363555,T105,0124P,NY,F,55,Greenwich St,408,h1,WH,2017
8628560488,CTGN38,FL,PAS,01/02/2018,38,SUBN,NISSA,20180088,1,1,1,363555,T105,0113P,NY,F,321,Greenwich St,408,h1,RED,0
8627501130,FWJ3498,NY,PAS,01/02/2018,14,SUBN,ROVER,20180209,10,10,10,356550,T800,1146P,NY,F,16,W 19th St,408,c,GY,2017
8627501129,YZM67S,NJ,PAS,01/02/2018,14,SUBN,DODGE,88880088,10,10,10,356550,T800,1112P,NY,F,41,W 22nd St,408,c,RED,0
8627501105,EKGY14,FL,PAS,01/02/2018,40,4DSD,NISSA,20181188,6,6,6,356550,T800,1029P,NY,O,105,W 13th St,408,e2,GREY,0
8627501099,13703MA,NY,COM,01/02/2018,78,PICK,FORD,20180829,9,9,9,356550,T800,1023P,NY,F,203,E 13th St,408,k6,GR,1997
8627501087,AJE5242,NY,PAS,01/02/2018,19,4DSD,SUBAR,20180926,9,9,9,356550,T800,1016P,NY,F,214,Avenue A,408,c3,BLACK,2014
8627501075,ZHK9792,PA,PAS,01/02/2018,78,VAN,CHEVR,88880088,9,9,9,356550,T800,0935P,NY,O,310,E 3rd St,408,k6,OTHER,0
8627501063,73065MG,NY,COM,01/02/2018,78,VAN,FORD,20190228,9,9,9,356550,T800,0923P,NY,F,234,E 4th St,408,k6,BK,2011
8627501051,BGR9576,NY,PAS,01/02/2018,71,4DSD,TOYOT,20180317,9,9,9,356550,T800,0915P,NY,F,223,E 7th St,408,j6,BK,2013
8627501040,BGR9576,NY,PAS,01/02/2018,20,4DSD,TOYOT,20180317,9,9,9,356550,T800,0914P,NY,F,223,E 7th St,408,d,BK,2013
8627501038,96729ME,NY,COM,01/02/2018,20,VAN,FORD,20191130,9,9,9,356550,T800,0901P,NY,O,326,E 6th St,408,d,WH,2011
8627501002,SYRI4,MA,PAS,01/02/2018,16,4DSD,AUDI,20170088,9,9,9,356550,T800,0843P,NY,O,34,St Marks Pl,408,k2,RED,0
8627500990,T686531C,NY,OMT,01/02/2018,16,4DSD,TOYOT,20181031,9,9,9,356550,T800,0841P,NY,F,24,St Marks Pl,408,k2,BK,2016
8627500988,S74805,MA,PAS,01/02/2018,40,VAN,NISSA,88881288,9,9,9,356550,T800,0817P,NY,I,N,E 12th St,408,e2,WHITE,0
8627500976,1CV3920,MD,PAS,01/02/2018,14,SUBN,TOYOT,20190288,9,9,9,356550,T800,0802P,NY,F,74,E 13th St,408,c,GREY,0
8627500964,T746002C,NY,OMT,01/02/2018,20,SUBN,TOYOT,20181231,19,19,19,356550,T800,0736P,NY,O,235,E 92nd St,408,d,BK,2015
8627500952,XBFZ86,NJ,PAS,01/02/2018,20,PICK,CHEVR,88880088,19,19,19,356550,T800,0728P,NY,O,1462,Lexington Ave,408,d,WHITE,0
8626957877,XCNP33,NJ,PAS,01/02/2018,53,DELV,KAWAS,20180088,24,24,24,365335,T103,1154A,NY,O,50,W 97th St,408,f6,RED,0
8626957828,76131JY,NY,COM,01/02/2018,46,DELV,FRUEH,88880088,24,24,24,365335,T103,1104A,NY,F,50,W 96th St,408,F1,WHITE,2007
8626957816,76131JY,NY,COM,01/02/2018,38,DELV,FRUEH,88880088,24,24,24,365335,T103,1048A,NY,F,808,Columbus Ave,408,h1,WHITE,2007
8626957804,53728MC,NY,COM,01/02/2018,37,VAN,ME/BE,20180731,24,24,24,365335,T103,1042A,NY,F,728,Columbus Ave,408,h1,BL,2017
8626957798,68296ME,NY,COM,01/02/2018,38,VAN,GMC,20180930,24,24,24,365335,T103,1034A,NY,F,730,Columbus Ave,408,h1,WH,2007
8626957786,66328MJ,NY,COM,01/02/2018,46,VAN,FORD,20181231,24,24,24,365335,T103,1029A,NY,F,100,W 94th St,408,F1,WH,2010
8626957749,2442763,IN,PAS,01/02/2018,9,DELV,ISUZU,20180088,20,20,20,365335,T103,0914A,NY,X,,W 65th St,408,e1,WHITE,0
8626957725,T710972C,NY,OMT,01/02/2018,9,4DSD,TOYOT,20180630,20,20,20,365335,T103,0904A,NY,X,,W 65th St,408,e1,BK,2017
8626957713,EGM2175,NY,PAS,01/02/2018,9,SUBN,MAZDA,20180505,20,20,20,365335,T103,0901A,NY,X,,W 65th St,408,e1,BL,2016
8626957701,35461MD,NY,COM,01/02/2018,20,VAN,CHEVR,20190731,23,23,23,365335,T103,0757A,NY,F,53,E 97th St,408,d,WH,2013
8625253027,GDM4243,NY,PAS,01/02/2018,38,SUBN,LEXUS,20181217,24,24,24,364004,T103,0118P,NY,F,2728,Broadway,408,h1,BR,2013
8625253015,29219ML,NY,COM,01/02/2018,46,VAN,FRUEH,88880088,24,24,24,364004,T103,0110P,NY,F,929,West End Ave,408,F1,BROWN,2018
8625253003,11425MK,NY,COM,01/02/2018,46,VAN,FORD,20181231,24,24,24,364004,T103,0104P,NY,F,868,West End Ave,408,F1,WH,2011
8625252990,EFC4153,NY,PAS,01/02/2018,70,4DSD,TOYOT,20171227,24,24,24,364004,T103,0101P,NY,F,860,West End Ave,408,j3,BL,2008
8625252989,DGD9340,NY,PAS,01/02/2018,71,4DSD,SAAB,20190715,24,24,24,364004,T103,1258P,NY,O,854,West End Ave,408,j6,BK,2005
8625252977,95383JM,NY,COM,01/02/2018,46,VAN,GMC,88880088,24,24,24,364004,T103,1256P,NY,O,850,West End Ave,408,F1,BROWN,1990
8625252965,14880MJ,NY,CCK,01/02/2018,40,VAN,FRUEH,88880088,24,24,24,364004,T103,1249P,NY,F,255,W 102nd St,408,e2,BROWN,2016
8625252953,88590JY,NY,COM,01/02/2018,38,VAN,FORD,20190831,24,24,24,364004,T103,1243P,NY,F,2652,Broadway,408,h1,WH,2009
8625252930,33037KA,NY,COM,01/02/2018,71,VAN,GMC,20180331,24,24,24,364004,T103,1227P,NY,F,2581,Broadway,408,j6,WH,2015
8625252916,45985MH,NY,COM,01/02/2018,69,DELV,MITSU,20180131,19,19,19,364004,T103,1106A,NY,O,1734,2nd Ave,408,h1,WH,1999
5100108101,T758525C,NY,OMT,01/02/2018,7,SUBN,LINCO,0,,0,0,0,,0305P,QN,,,N CONDUIT AVE (W/B),1111,D,BK,2011
8625252904,30950JX,NY,COM,01/02/2018,46,VAN,WORKH,88880088,19,19,19,364004,T103,1100A,NY,F,1754,3rd Ave,408,F1,BROWN,2007
8625252898,14019MH,NY,COM,01/02/2018,37,VAN,CHEVR,20190531,19,19,19,364004,T103,1034A,NY,F,1707,3rd Ave,408,h1,WH,2015
8625252886,7TZM60,MA,COM,01/02/2018,20,PICK,TOYOT,20181088,19,19,19,364004,T103,1029A,NY,F,204,E 96th St,408,d,BLACK,0
8630154652,48998ME,NY,COM,01/02/2018,46,DELV,ISUZU,20180331,114,114,114,363971,T401,0101P,Q,F,31-20,Ditmars Blvd,408,F1,WH,2014
8630154640,BNP9567,NY,PAS,01/02/2018,38,4DSD,FORD,20180526,114,114,114,363971,T401,1145A,Q,F,29-03,23rd Ave,408,h1,TN,2007
8630154639,CGW4723,NY,PAS,01/02/2018,38,SUBN,ME/BE,20190330,114,114,114,363971,T401,1141A,Q,F,31-07,23rd Ave,408,h1,GY,2018
8630154615,EEJ5113,NY,PAS,01/02/2018,38,4DSD,ME/BE,20191128,114,114,114,363971,T401,1127A,Q,I,,Ditmars Lot #2,408,h1,BK,2017
8630154548,287906,NY,PAS,01/02/2018,71,4DSD,VOLKS,20180505,114,114,114,363971,T401,1008A,Q,I,,Ditmars Lot #1,408,j6,BK,2013
8630154536,T628666C,NY,OMT,01/02/2018,61,4DSD,LINCO,20181031,114,114,114,363971,T401,0921A,Q,F,22-18,24th St,408,m1,BK,2008
8630154524,NYP6348,NY,SRN,01/02/2018,71,SUBN,HONDA,20180731,114,114,114,363971,T401,0919A,Q,F,22-38,24th St,408,j6,RD,2015
8630154500,68485JE,NY,COM,01/02/2018,71,VAN,CHEVR,20190804,114,114,114,363971,T401,0915A,Q,F,22-67,24th St,408,j6,GY,2017
8630154470,GTB2223,NY,PAS,01/02/2018,71,4DSD,HONDA,20181119,114,114,114,363971,T401,0905A,Q,F,23-86,23rd St,408,j6,PR,2013
8630154469,FLW7160,NY,PAS,01/02/2018,21,SUBN,HONDA,20190416,114,114,114,363971,T401,0904A,Q,F,23-05,24th Ave,408,d1,BK,2008
8630154457,FAN3561,NY,PAS,01/02/2018,21,4DSD,CHEVR,20180610,114,114,114,363971,T401,0902A,Q,F,24-11,24th Ave,408,d1,GY,2008
8630154433,FLW4798,NY,PAS,01/02/2018,21,SUBN,GMC,20190620,114,114,114,363971,T401,0858A,Q,F,26-17,24th Ave,408,d1,BK,2011
8630154378,DXW8498,NY,PAS,01/02/2018,21,SUBN,SUBAR,20190528,114,114,114,363971,T401,0843A,Q,O,23-32,29th St,408,d1,BL,2016
8630154366,BGM5370,NY,PAS,01/02/2018,21,SUBN,GMC,20180331,114,114,114,363971,T401,0838A,Q,O,22-14,29th St,408,d1,GY,1999
8630154342,FSK4222,NY,PAS,01/02/2018,71,SUBN,VOLKS,20190926,114,114,114,363971,T401,0817A,Q,F,21-51,31st St,408,j6,WH,2011
8630154330,11759ME,NY,COM,01/02/2018,38,VAN,FORD,20190831,114,114,114,363971,T401,0815A,Q,F,21-77,31st St,408,h1,WH,2008
8630154329,T711939C,NY,OMT,01/02/2018,21,4DSD,VOLKS,20180630,114,114,114,363971,T401,0811A,Q,F,33-03,Ditmars Blvd,408,d1,WH,2013
8629268360,EBX8157,NY,PAS,01/02/2018,14,SUBN,FORD,20190628,115,115,115,349562,T401,0707A,Q,F,104-17,Northern Blvd,408,c,GR,2001
8629268359,4280307,NH,PAS,01/02/2018,40,4DSD,HYUND,20181088,115,115,115,349562,T401,0644A,Q,F,100-20,23rd Ave,408,e2,BLUE,0
8629268311,AC88906,CT,PAS,01/02/2018,20,SUBN,FORD,20180088,115,115,115,349562,T401,0557A,Q,F,37-06,111th St,408,d,GREY,0
8627755401,45027MK,NY,COM,01/02/2018,38,VAN,FORD,20190630,19,19,19,357724,T103,0455P,NY,F,1422,3rd Ave,408,h1,WH,2017
8627755395,14881MJ,NY,COM,01/02/2018,46,VAN,FRUEH,88880088,19,19,19,357724,T103,0450P,NY,F,1421,3rd Ave,408,F1,WHITE,2016
8627755383,CRC5556,NY,PAS,01/02/2018,38,SUBN,JEEP,20191223,19,19,19,357724,T103,0447P,NY,F,1441,3rd Ave,408,h1,GY,2015
8627755371,942XVV,CT,PAS,01/02/2018,37,4DSD,ME/BE,88880088,19,19,19,357724,T103,0439P,NY,O,1497,3rd Ave,408,h1,GREY,0
8627755360,0LMUS1CA,NJ,PAS,01/02/2018,40,SUBN,LINCO,88880088,19,19,19,357724,T103,0432P,NY,F,1501,3rd Ave,408,e2,BLACK,0
8627755358,XCBG65,NJ,PAS,01/02/2018,84,DELV,HIN,88880088,19,19,19,357724,T103,0409P,NY,I,E,3rd Ave,408,k7,WHITE,0
8627755346,28672MH,NY,COM,01/02/2018,19,VAN,FRUEH,88880088,19,19,19,357724,T103,0406P,NY,I,E,3rd Ave,408,c3,BROWN,2016
8627755310,36365MK,NY,COM,01/02/2018,37,SUBN,DODGE,20190531,19,19,19,357724,T103,0335P,NY,F,1427,Lexington Ave,408,h1,WH,2016
8627755280,EEM2523,NY,PAS,01/02/2018,21,4DSD,HONDA,20180224,24,24,24,357724,T103,1158A,NY,O,111,W 95th St,408,d1,BK,2009
8630517414,T752145C,NY,OMT,01/02/2018,14,SUBN,TOYOT,20180731,108,108,108,357800,T401,0439P,Q,F,46-10,Queens Blvd,408,c,RD,2011
8630517396,FRW2807,NY,PAS,01/02/2018,70,SUBN,HONDA,20171221,108,108,108,357800,T401,0435P,Q,I,,Sunnyside Lot,408,j3,BR,2012
8630517347,DSN4493,NY,PAS,01/02/2018,38,4DSD,VOLVO,20180709,108,108,108,357800,T401,0258P,Q,I,,Sunnyside Lot,408,h1,BL,2007
8630517335,DXY5251,NY,PAS,01/02/2018,38,4DSD,TOYOT,20181226,108,108,108,357800,T401,0253P,Q,I,,Sunnyside Lot,408,h1,GY,2012
8630517311,HAL4437,NY,PAS,01/02/2018,71,4DSD,HONDA,20191124,108,108,108,357800,T401,0204P,Q,F,45-04,Greenpoint Ave,408,j6,BK,2009
8630517293,DZT7261,NY,PAS,01/02/2018,37,SUBN,VOLVO,20180201,108,108,108,357800,T401,0156P,Q,F,45-53,46th St,408,h1,WH,2016
8630517177,22268MC,NY,COM,01/02/2018,71,DELV,GMC,20180831,108,108,108,357800,T401,0100P,Q,F,45-35,47th St,408,j6,WH,2003
8630517165,84026MK,NY,COM,01/02/2018,14,VAN,FORD,88880088,108,108,108,357800,T401,1255P,Q,F,46-23,Greenpoint Ave,408,c,BROWN,2018
8630517141,D54HLD,NJ,PAS,01/02/2018,37,4DSD,ME/BE,88880088,108,108,108,357800,T401,1250P,Q,F,46-20,Queens Blvd,408,h1,BLACK,0
8630517130,28456MK,NY,COM,01/02/2018,38,VAN,GMC,20190331,108,108,108,357800,T401,1246P,Q,F,48-02,Queens Blvd,408,h1,WH,2005
8630517116,FHJ7295,NY,PAS,01/02/2018,37,4DSD,HYUND,20190316,108,108,108,357800,T401,1227P,Q,F,49-07,43rd Ave,408,h1,GY,2006
8630517086,T748306C,NY,OMT,01/02/2018,38,SUBN,HONDA,20180731,108,108,108,357800,T401,1216P,Q,F,43-42,48th St,408,h1,GY,2017
8630517074,T678499C,NY,OMT,01/02/2018,38,SUBN,HONDA,20180630,108,108,108,357800,T401,1215P,Q,F,43-42,48th St,408,h1,BK,2016
8629560850,DHV8938,NY,PAS,01/02/2018,21,SUBN,SUBAR,20190805,108,108,108,364871,T401,1120A,Q,F,61-18,43rd Ave,408,d1,RD,2012
8629560824,CNF5312,NY,PAS,01/02/2018,21,4DSD,ME/BE,20190828,108,108,108,364871,T401,1113A,Q,F,41-53,63rd St,408,d1,GY,2011
8629560812,55328JZ,NY,COM,01/02/2018,21,PICK,NISSA,20190831,108,108,108,364871,T401,1108A,Q,I,S,Hicks Dr,408,d1,WH,2012
8629560794,T644640C,NY,OMT,01/02/2018,21,SUBN,FORD,20180228,115,115,115,364871,T401,1035A,Q,O,31-12,106th St,408,d1,GY,2013
8629560770,T468461C,NY,OMT,01/02/2018,21,4DSD,LINCO,20180831,115,115,115,364871,T401,1030A,Q,F,32-27,105th St,408,d1,BK,2011
8629560769,EEJ1081,NY,PAS,01/02/2018,21,SUBN,ACURA,20180910,115,115,115,364871,T401,1023A,Q,O,31-10,103rd St,408,d1,BLACK,2011
8629560757,T650049C,NY,OMT,01/02/2018,21,4DSD,LINCO,20180228,115,115,115,364871,T401,1020A,Q,F,32-27,103rd St,408,d1,BK,2007
8629560721,HWT6866,NY,PAS,01/02/2018,21,4DSD,NISSA,20180119,108,108,108,364871,T401,0952A,Q,F,37-61,61st St,408,d1,GREY,2016
8629560708,41725MH,NY,COM,01/02/2018,71,VAN,FORD,20191031,108,108,108,364871,T401,0948A,Q,F,37-14,61st St,408,j6,WH,2014
8629560678,T672258C,NY,OMT,01/02/2018,21,4DSD,TOYOT,20180531,108,108,108,364871,T401,0938A,Q,F,37-27,60th St,408,d1,BK,2017
8629560666,T732036C,NY,OMT,01/02/2018,21,4DSD,TOYOT,20180831,108,108,108,364871,T401,0936A,Q,F,59-06A,38th Ave,408,d1,BK,2014
8629560642,111TALAL,NY,SRF,01/02/2018,21,4DSD,BMW,20190927,108,108,108,364871,T401,0932A,Q,I,S,38th Ave,408,d1,GY,2013
8629560617,0ARER4,CT,999,01/02/2018,21,SUBN,TOYOT,88880088,108,108,108,364871,T401,0925A,Q,F,37-29,59th St,408,d1,OTHER,0
8629560605,FTZ9865,NY,PAS,01/02/2018,21,SUBN,BMW,20180420,108,108,108,364871,T401,0922A,Q,O,58-18,37th Ave,408,d1,GY,2018
8629560599,9B70C,NY,OMT,01/02/2018,21,TAXI,TOYOT,20180228,108,108,108,364871,T401,0920A,Q,I,E,59th St,408,d1,YW,2017
8629560587,DCG4908,NY,PAS,01/02/2018,21,4DSD,HYUND,20190725,108,108,108,364871,T401,0919A,Q,I,E,59th St,408,d1,BK,2014
8629560540,B27HTP,NJ,PAS,01/02/2018,21,4DSD,CHEVR,88880088,115,115,115,364871,T401,0900A,Q,F,31-39,91st St,408,d1,SILVE,0
8626262887,VSD5169,VA,PAS,01/02/2018,38,4DSD,TOYOT,20180088,28,28,28,354125,T103,0314P,NY,F,2041,Adam Clayton Powell,408,h1,WHITE,0
8626262851,55038MB,NY,COM,01/02/2018,46,VAN,FRUEH,88880088,28,28,28,354125,T103,0227P,NY,F,2053,Frederick Douglass B,408,F1,BROWN,2011
8626262840,76128JY,NY,COM,01/02/2018,38,DELV,FRUEH,88880088,28,28,28,354125,T103,0223P,NY,F,2072,Frederick Douglass B,408,h1,WHITE,2007
8626262826,92817,NY,MED,01/02/2018,37,SUBN,BMW,20190918,28,28,28,354125,T103,0213P,NY,F,2115,Frederick Douglass B,408,h1,WH,2014
8626262814,83527MH,NY,COM,01/02/2018,46,DELV,FRUEH,88880088,28,28,28,354125,T103,0210P,NY,F,2120,Frederick Douglass B,408,F1,BROWN,2016
8626262784,AE3784,AZ,PAS,01/02/2018,38,VAN,GMC,20180088,28,28,28,354125,T103,0155P,NY,F,222,W 116th St,408,h1,WHITE,0
8626262772,52959MD,NY,COM,01/02/2018,46,VAN,FRUEH,88880088,28,28,28,354125,T103,0148P,NY,O,143,W 116th St,408,F1,BROWN,2014
8626262760,50029MB,NY,COM,01/02/2018,19,VAN,HIN,20180531,28,28,28,354125,T103,0146P,NY,O,147,W 116th St,408,c3,RED,2007
8626262759,91553JS,NY,COM,01/02/2018,38,DELV,MITSU,20181130,28,28,28,354125,T103,0143P,NY,F,143,W 116th St,408,h1,WH,2005
8628813779,XEVU25,NJ,PAS,01/02/2018,14,VAN,GMC,88880088,1,1,1,349538,T105,0303P,NY,F,17,John St,408,c,WHITE,0
8628813767,76658MK,NY,COM,01/02/2018,19,DELV,INTER,20181031,1,1,1,349538,T105,0259P,NY,F,217,Broadway,408,c3,RD,1993
8628813743,ZDY2033,PA,PAS,01/02/2018,53,DUMP,ISUZU,20140888,6,6,6,349538,T105,0121P,NY,O,74,5th Ave,408,f6,WHITE,0
8628813720,13372MD,NY,COM,01/02/2018,37,VAN,CHEVR,20181130,6,6,6,349538,T105,0104P,NY,F,11,W 14th St,408,h1,WH,2008
8628813718,CSPNYC,NY,CSP,01/02/2018,38,SUBN,NISSA,20180226,6,6,6,349538,T105,0102P,NY,F,11,W 14th St,408,h1,GY,2013
8628813706,23034MJ,NY,COM,01/02/2018,37,VAN,FORD,20180331,6,6,6,349538,T105,1258P,NY,F,22,W 14th St,408,h1,WH,2015
8628813690,76191MH,NY,COM,01/02/2018,37,VAN,FORD,20190430,6,6,6,349538,T105,1252P,NY,F,44,W 14th St,408,h1,WH,2007
8628813688,32TH09,NY,MOT,01/02/2018,21,MCY,NS/OT,20180430,1,1,1,349538,T105,1205P,NY,F,140,Thompson St,408,d1,BLACK,0
8628813664,GXS2592,NY,PAS,01/02/2018,21,SUBN,GMC,20190611,1,1,1,349538,T105,1158A,NY,F,198,Prince St,408,d1,GY,2015
8628813652,18307JR,NY,COM,01/02/2018,20,VAN,FRUEH,20181031,1,1,1,349538,T105,1150A,NY,F,187,Spring St,408,d,WH,2001
8628813627,59213JN,NY,COM,01/02/2018,20,VAN,FORD,20191031,1,1,1,349538,T105,1136A,NY,F,123,Wooster St,408,d,BL,2003
8628813615,56252MG,NY,COM,01/02/2018,20,VAN,FRUEH,88880088,1,1,1,349538,T105,1132A,NY,F,130,Greene St,408,d,BROWN,2016
8628813603,88743MA,NY,COM,01/02/2018,20,VAN,DODGE,20191231,1,1,1,349538,T105,1129A,NY,F,121,Greene St,408,d,WH,2014
8628813597,24818MG,NY,COM,01/02/2018,20,VAN,FORD,20180831,1,1,1,349538,T105,1124A,NY,O,133,Mercer St,408,d,WH,2014
8628813585,T716261C,NY,OMT,01/02/2018,31,SUBN,TOYOT,20180831,5,5,5,349538,T105,1111A,NY,O,575,Broadway,408,l3,BK,2016
8628813573,78354MJ,NY,COM,01/02/2018,20,VAN,CHEVR,20181231,5,5,5,349538,T105,1107A,NY,F,120,Crosby St,408,d,WH,2015
8628813561,FZJ6853,NY,PAS,01/02/2018,20,SUBN,KIA,20180530,5,5,5,349538,T105,1101A,NY,F,68,Spring St,408,d,GY,2012
8628813550,95040ME,NY,COM,01/02/2018,50,VAN,MITSU,20190531,5,5,5,349538,T105,1057A,NY,O,83,Crosby St,408,e5,WH,2014
8628813548,30222JY,NY,COM,01/02/2018,20,VAN,FORD,20190331,5,5,5,349538,T105,1056A,NY,F,68,Crosby St,408,d,BL,2009
8628813536,44041JY,NY,COM,01/02/2018,20,VAN,FORD,20180630,5,5,5,349538,T105,1054A,NY,O,55,Crosby St,408,d,BL,2008
8628813524,73949MD,NY,COM,01/02/2018,20,VAN,FORD,20180731,5,5,5,349538,T105,1042A,NY,F,1-3,Crosby St,408,d,WH,2014
8628813500,902NGE,FL,PAS,01/02/2018,16,SUBN,JEEP,20190688,1,1,1,349538,T105,1031A,NY,F,377,Broadway,408,k2,BLACK,0
8628813494,XU942G,NJ,PAS,01/02/2018,17,VAN,GMC,88880088,5,5,5,349538,T105,1024A,NY,O,87,Leonard St,408,c4,WHITE,0
8628813470,77582MH,NY,COM,01/02/2018,14,REFG,KENWO,20181231,5,5,5,349538,T105,0938A,NY,O,102-204,Fulton St,408,c,WH,2017
8628359369,20041MH,NY,COM,01/02/2018,40,VAN,FORD,20190831,1,1,1,362270,T105,1206P,NY,F,35,Ann St,408,e2,WH,2015
8628359357,89379MJ,NY,COM,01/02/2018,14,VAN,FRUEH,88880088,1,1,1,362270,T105,1116A,NY,O,106,Fulton St,408,c,BROWN,2017
8628359345,44130MK,NY,COM,01/02/2018,14,VAN,FRUEH,88880088,1,1,1,362270,T105,1112A,NY,O,124,Fulton St,408,c,BROWN,2018
8628359333,72437MH,NY,COM,01/02/2018,69,PICK,DODGE,20180430,1,1,1,362270,T105,1016A,NY,F,124,Fulton St,408,h1,RD,2016
8628359321,16237TC,NY,TRC,01/02/2018,14,TRAC,PETER,20180430,1,1,1,362270,T105,1011A,NY,F,23,Maiden Ln,408,c,BLUE,2014
8628359310,60878MD,NY,COM,01/02/2018,84,VAN,FRUEH,20180731,1,1,1,362270,T105,1003A,NY,F,1,Maiden Ln,408,k7,WH,2005
8628359308,97468MD,NY,COM,01/02/2018,71,UTIL,ISUZU,20190731,1,1,1,362270,T105,0945A,NY,O,20,Pine St,408,j6,WH,2009
8628359291,ZCD1625,PA,PAS,01/02/2018,69,VAN,FORD,88880088,1,1,1,362270,T105,0941A,NY,I,S,Pine St,408,h1,WHITE,0
8628359280,31403ME,NY,COM,01/02/2018,24,VAN,GMC,88880088,1,1,1,362270,T105,0926A,NY,I,W,William St,408,d5,WHITE,2014
8628359278,BOU515,CO,PAS,01/02/2018,31,4DSD,NS/OT,88880088,1,1,1,362270,T105,0853A,NY,O,57,Wall St,408,l3,BLACK,0
8628359266,XBPZ81,NJ,PAS,01/02/2018,14,TRAC,HIN,20180088,1,1,1,362270,T105,0843A,NY,I,E,Front St,408,c,WHITE,0
8628359254,2704426,IN,PAS,01/02/2018,84,REFG,FRUEH,88880088,1,1,1,362270,T105,0842A,NY,I,E,Front St,408,k7,WHITE,0
8628359242,2704426,IN,PAS,01/02/2018,14,REFG,FRUEH,88880088,1,1,1,362270,T105,0841A,NY,I,E,Front St,408,c,WHITE,0
8628359217,XEPZ81,NJ,PAS,01/02/2018,21,SUBN,FORD,88880088,1,1,1,362270,T105,0820A,NY,O,7,Hanover Sq,408,d1,WHITE,0
8628359199,W84HBL,QB,PAS,01/02/2018,31,4DSD,NISSA,88880088,1,1,1,362270,T105,0815A,NY,I,E,Pearl St,408,l3,BLACK,0
8629268463,FMS7195,NY,PAS,01/02/2018,21,4DSD,ME/BE,20190905,115,115,115,349562,T401,0748A,Q,F,102-05,37th Ave,408,d1,GY,2002
8629268451,T666907C,NY,OMT,01/02/2018,21,4DSD,LINCO,20181130,115,115,115,349562,T401,0747A,Q,F,102-09,37th Ave,408,d1,BK,2008
8629268440,T667007C,NY,OMT,01/02/2018,21,SUBN,TOYOT,20181231,115,115,115,349562,T401,0747A,Q,F,102-11,37th Ave,408,d1,GY,2015
8629268438,T737446C,NY,OMT,01/02/2018,21,4DSD,HONDA,20180228,115,115,115,349562,T401,0744A,Q,F,100-22,37th Ave,408,d1,GY,2014
8629268402,T698089C,NY,OMT,01/02/2018,14,4DSD,MAZDA,20180131,115,115,115,349562,T401,0723A,Q,O,99-10,34th Ave,408,c,GY,2011
8629268396,C080063,CT,CMB,01/02/2018,14,SUBN,DODGE,20180088,115,115,115,349562,T401,0719A,Q,O,99-12,34th Ave,408,c,GREY,0
8629268384,Z549227,IL,PAS,01/02/2018,20,SUBN,FORD,20180188,115,115,115,349562,T401,0715A,Q,F,33-39,100th St,408,d,TAN,0
8627151945,ERU7110,NY,PAS,01/02/2018,37,4DSD,INFIN,20190615,19,19,19,365332,T103,0536P,NY,F,1695,1st Ave,408,h1,GY,2006
8627151933,ERU7110,NY,PAS,01/02/2018,71,4DSD,INFIN,20190615,19,19,19,365332,T103,0534P,NY,F,1695,1st Ave,408,j6,GY,2006
8628359175,47831MD,NY,COM,01/02/2018,14,DELV,PETER,20180430,1,1,1,362270,T105,0802A,NY,F,90,Maiden Ln,408,c,WHITE,2014
8628359163,41771JX,NY,COM,01/02/2018,53,VAN,FORD,20191130,1,1,1,362270,T105,0736A,NY,F,80,Gold St,408,f6,WH,2008
5100107601,CRISRD,NY,ORG,01/02/2018,7,SUBN,HONDA,0,,0,0,0,,0215P,ST,,,RICHMOND RD (E/B) @,1111,D,WH,2013
8628359151,XBDP62,NJ,PAS,01/02/2018,69,VAN,NS/OT,88880088,1,1,1,362270,T105,0732A,NY,F,50,Fulton St,408,h1,WHITE,0
8628359140,DWH3860,NY,PAS,01/02/2018,31,4DSD,FORD,20190511,1,1,1,362270,T105,0723A,NY,I,W,Cliff St,408,l3,DK/,2009
